cat_code,cat_label,cluster_id,cluster_label,question_category,question_code,question_label,question_text,scale_or_logic
C277,Percorsi Formativi Integrati Per La Creazione Di Impresa,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C277,Percorsi Formativi Integrati Per La Creazione Di Impresa,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C277,Percorsi Formativi Integrati Per La Creazione Di Impresa,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C277,Percorsi Formativi Integrati Per La Creazione Di Impresa,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C278,Incentivi Alle Persone Per La Formazione,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C278,Incentivi Alle Persone Per La Formazione,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C278,Incentivi Alle Persone Per La Formazione,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C278,Incentivi Alle Persone Per La Formazione,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C279,Incentivi Alle Persone Per Il Lavoro Autonomo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C279,Incentivi Alle Persone Per Il Lavoro Autonomo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C279,Incentivi Alle Persone Per Il Lavoro Autonomo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C279,Incentivi Alle Persone Per Il Lavoro Autonomo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C280,Altri Contributi All'occupazione,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C280,Altri Contributi All'occupazione,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C280,Altri Contributi All'occupazione,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C280,Altri Contributi All'occupazione,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C256,Formazione All'interno Dell'obbligo Scolastico,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C256,Formazione All'interno Dell'obbligo Scolastico,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C256,Formazione All'interno Dell'obbligo Scolastico,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C256,Formazione All'interno Dell'obbligo Scolastico,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C257,Formazione Post Qualifica E Post Diploma,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C257,Formazione Post Qualifica E Post Diploma,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C257,Formazione Post Qualifica E Post Diploma,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C257,Formazione Post Qualifica E Post Diploma,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C258,Ifts (istruzione E Formazione Tecnica Superiore),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C258,Ifts (istruzione E Formazione Tecnica Superiore),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C258,Ifts (istruzione E Formazione Tecnica Superiore),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C258,Ifts (istruzione E Formazione Tecnica Superiore),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C259,Formazione Nell'ambito Dei Contratti Di Formazione Lavoro,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C259,Formazione Nell'ambito Dei Contratti Di Formazione Lavoro,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C259,Formazione Nell'ambito Dei Contratti Di Formazione Lavoro,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C259,Formazione Nell'ambito Dei Contratti Di Formazione Lavoro,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C260,Formazione Nell'ambito Dell'apprendistato Post Obbligo Formativo (professionalizzante),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C260,Formazione Nell'ambito Dell'apprendistato Post Obbligo Formativo (professionalizzante),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C260,Formazione Nell'ambito Dell'apprendistato Post Obbligo Formativo (professionalizzante),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C260,Formazione Nell'ambito Dell'apprendistato Post Obbligo Formativo (professionalizzante),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C261,Formazione Per La Creazione D'impresa,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C261,Formazione Per La Creazione D'impresa,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C261,Formazione Per La Creazione D'impresa,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C261,Formazione Per La Creazione D'impresa,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C262,Formazione Per Occupati (o Formazione Continua),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C262,Formazione Per Occupati (o Formazione Continua),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
